No., BCV ,Position,Player,Team, Price , Weighted minutes , Weighted UPPM , PPG - longer term ,Fixture ratio,1,2,3,4,5,6,7,8,Sum
1, 0.08 ,M,Fábio Vieira,ARS, 5.5 , -   , 0.056 , -   ,98%, -   , -   , -   , -   , -   , -   , -   , -   , -   
2, 0.46 ,M,Saka,ARS, 10.0 , 79.31 , 0.073 , 5.91 ,98%, 5.52 , 7.30 , 4.30 , 6.12 , 5.13 , 5.05 , 6.47 , 5.36 , 45.26 
3, 0.12 ,M,Merino,ARS, 6.0 , 24.23 , 0.053 , 1.38 ,98%, 1.25 , 1.67 , 0.96 , 1.34 , 1.10 , 1.05 , 1.31 , 1.06 , 9.75 
4, 0.14 ,M,Norgaard,ARS, 4.8 , 19.23 , 0.052 , 1.09 ,98%, 0.99 , 1.31 , 0.75 , 1.03 , 0.84 , 0.80 , 0.98 , 0.78 , 7.49 
5, 0.11 ,M,Trossard,ARS, 7.0 , 22.37 , 0.059 , 1.53 ,98%, 0.96 , 1.85 , 1.07 , 1.49 , 1.21 , 1.17 , 1.45 , 1.17 , 10.38 
6, 0.20 ,M,Martinelli,ARS, 7.0 , 46.09 , 0.058 , 2.67 ,98%, 2.84 , 3.28 , 1.91 , 2.71 , 2.25 , 2.19 , 2.78 , 2.29 , 20.25 
7, 0.35 ,M,Odegaard,ARS, 8.0 , 76.31 , 0.055 , 4.26 ,98%, 3.99 , 5.27 , 3.10 , 4.41 , 3.69 , 3.64 , 4.65 , 3.86 , 32.60 
8, 0.11 ,M,Nwaneri,ARS, 5.5 , 12.23 , 0.051 , 0.72 ,98%, 0.65 , 0.85 , 0.47 , 0.64 , 0.50 , 0.46 , 0.55 , 0.42 , 4.54 
9, 0.40 ,M,Rice,ARS, 6.5 , 79.70 , 0.050 , 4.07 ,98%, 3.78 , 5.03 , 2.96 , 4.22 , 3.54 , 3.48 , 4.46 , 3.70 , 31.17 
10, 0.13 ,M,Madueke,ARS, 7.0 , 27.91 , 0.063 , 2.03 ,98%, 1.26 , 2.47 , 1.43 , 2.00 , 1.65 , 1.60 , 2.00 , 1.63 , 14.04 
11, 0.25 ,M,Zubimendi,ARS, 5.5 , 69.39 , 0.039 , 2.75 ,98%, 2.66 , 3.39 , 1.99 , 2.83 , 2.37 , 2.33 , 2.97 , 2.46 , 21.00 
12, (1.00),M,0,ARS, 100.0 , -   , -   , -   ,98%, -   , -   , -   , -   , -   , -   , -   , -   , -   
13, (1.00),M,0,ARS, 100.0 , -   , -   , -   ,98%, -   , -   , -   , -   , -   , -   , -   , -   , -   
14, (1.00),M,0,ARS, 100.0 , -   , -   , -   ,98%, -   , -   , -   , -   , -   , -   , -   , -   , -   
15, (1.00),M,0,AVL, 100.0 , -   , -   , -   ,105%, -   , -   , -   , -   , -   , -   , -   , -   , -   
16, 0.18 ,M,Guessand,AVL, 6.5 , 44.90 , 0.052 , 2.60 ,105%, 2.20 , 2.26 , 2.74 , 2.28 , 2.65 , 2.71 , 2.86 , 2.14 , 19.85 
17, 0.45 ,M,Tielemans,AVL, 6.0 , 81.20 , 0.048 , 3.93 ,105%, 4.27 , 3.83 , 4.20 , 3.52 , 4.12 , 4.25 , 4.51 , 3.40 , 32.10 
18, 0.17 ,M,Ramsey (Jacob),AVL, 5.5 , 46.93 , 0.040 , 1.92 ,105%, 2.16 , 1.86 , 2.02 , 1.68 , 1.95 , 2.00 , 2.11 , 1.58 , 15.36 
19, 0.25 ,M,Kamara,AVL, 5.0 , 77.31 , 0.032 , 2.49 ,105%, 2.72 , 2.42 , 2.66 , 2.22 , 2.60 , 2.68 , 2.85 , 2.15 , 20.32 
20, 0.20 ,M,McGinn,AVL, 5.5 , 59.23 , 0.039 , 2.36 ,105%, 2.50 , 2.29 , 2.51 , 2.09 , 2.44 , 2.50 , 2.65 , 1.99 , 18.97 
21, 0.10 ,M,Barkley,AVL, 5.0 , 3.57 , 0.050 , 0.40 ,105%, -   , 0.16 , 0.35 , 0.26 , 0.26 , 0.23 , 0.19 , 0.11 , 1.55 
22, 0.10 ,M,Bailey,AVL, 5.5 , 11.23 , 0.047 , 0.62 ,105%, 0.65 , 0.57 , 0.59 , 0.46 , 0.51 , 0.48 , 0.47 , 0.33 , 4.06 
23, 0.39 ,M,Rogers,AVL, 7.0 , 79.30 , 0.049 , 4.03 ,105%, 4.07 , 3.93 , 4.31 , 3.61 , 4.23 , 4.36 , 4.63 , 3.49 , 32.62 
24, (1.00),M,0,AVL, 100.0 , -   , -   , -   ,105%, -   , -   , -   , -   , -   , -   , -   , -   , -   
25, 0.15 ,M,Mvom Onana,AVL, 5.0 , 34.23 , 0.039 , 1.39 ,105%, 1.48 , 1.34 , 1.45 , 1.20 , 1.38 , 1.41 , 1.47 , 1.09 , 10.82 
26, 0.26 ,M,Malen,AVL, 5.5 , 41.77 , 0.063 , 2.76 ,105%, 2.79 , 2.66 , 2.90 , 2.40 , 2.79 , 2.84 , 2.99 , 2.23 , 21.60 
27, (1.00),M,0,AVL, 100.0 , -   , -   , -   ,105%, -   , -   , -   , -   , -   , -   , -   , -   , -   
28, 0.15 ,M,Scott,BOU, 5.0 , 37.86 , 0.033 , 1.27 ,98%, 1.12 , 1.42 , 1.13 , 1.28 , 1.23 , 1.22 , 1.26 , 1.01 , 9.67 
29, 0.42 ,M,Semenyo,BOU, 7.0 , 81.70 , 0.053 , 4.44 ,98%, 3.37 , 5.00 , 4.04 , 4.64 , 4.52 , 4.53 , 4.75 , 3.85 , 34.70 
30, 0.13 ,M,Brooks,BOU, 5.0 , 17.23 , 0.048 , 0.91 ,98%, 0.68 , 1.00 , 0.78 , 0.86 , 0.81 , 0.77 , 0.78 , 0.60 , 6.27 
31, 0.11 ,M,Sinisterra,BOU, 5.0 , 10.23 , 0.046 , 0.55 ,98%, 0.41 , 0.58 , 0.44 , 0.47 , 0.43 , 0.39 , 0.37 , 0.27 , 3.37 
32, 0.18 ,M,Christie,BOU, 5.0 , 36.53 , 0.043 , 2.55 ,98%, -   , 1.41 , 1.91 , 2.64 , 2.56 , 2.55 , 2.67 , 2.15 , 15.90 
33, 0.30 ,M,Kluivert,BOU, 7.0 , 54.42 , 0.058 , 4.11 ,98%, 1.07 , 3.23 , 3.73 , 4.27 , 4.16 , 4.15 , 4.35 , 3.52 , 28.48 
34, 0.20 ,M,Cook,BOU, 5.0 , 41.97 , 0.036 , 2.73 ,98%, -   , -   , 2.49 , 2.85 , 2.78 , 2.78 , 2.91 , 2.36 , 16.16 
35, 0.13 ,M,Dango Ouattara,BOU, 6.0 , 28.51 , 0.053 , 1.81 ,98%, 0.71 , 2.01 , 1.60 , 1.81 , 1.73 , 1.71 , 1.76 , 1.40 , 12.74 
36, 0.29 ,M,Tavernier,BOU, 5.5 , 62.23 , 0.047 , 3.01 ,98%, 2.24 , 3.39 , 2.73 , 3.12 , 3.03 , 3.03 , 3.16 , 2.56 , 23.26 
37, 0.19 ,M,Adams (Tyler),BOU, 5.0 , 52.75 , 0.035 , 1.04 ,98%, 1.97 , 2.99 , 1.55 , 1.21 , 0.98 , 0.96 , 0.99 , 0.78 , 11.44 
38, 0.15 ,M,Traore (Hamed),BOU, 4.5 , 22.75 , 0.049 , 0.88 ,98%, 1.45 , 1.35 , 0.74 , 0.82 , 0.77 , 0.73 , 0.73 , 0.56 , 7.16 
39, (1.00),M,0,BRE, 100.0 , -   , -   , -   ,100%, -   , -   , -   , -   , -   , -   , -   , -   , -   
40, (1.00),M,0,BRE, 100.0 , -   , -   , -   ,100%, -   , -   , -   , -   , -   , -   , -   , -   , -   
41, (1.00),M,0,BRE, 100.0 , -   , -   , -   ,100%, -   , -   , -   , -   , -   , -   , -   , -   , -   
42, 0.26 ,M,Carvalho,BRE, 5.0 , 48.76 , 0.052 , 2.22 ,100%, 3.04 , 2.97 , 2.33 , 2.10 , 2.00 , 2.11 , 1.78 , 1.93 , 18.27 
43, 0.17 ,M,Yarmolyuk,BRE, 5.0 , 52.55 , 0.031 , 1.62 ,100%, 1.75 , 1.70 , 1.71 , 1.55 , 1.48 , 1.57 , 1.33 , 1.45 , 12.55 
44, 0.18 ,M,Henderson (Jordan),BRE, 5.0 , 58.56 , 0.033 , 1.89 ,100%, 2.02 , 2.16 , 2.00 , 1.82 , 1.74 , 1.84 , 1.56 , 1.71 , 14.85 
45, 0.13 ,M,Milambo,BRE, 5.5 , 30.41 , 0.038 , 1.53 ,100%, 0.52 , 1.18 , 1.60 , 1.44 , 1.37 , 1.44 , 1.21 , 1.32 , 10.08 
46, 0.41 ,M,Schade,BRE, 7.0 , 71.97 , 0.058 , 4.52 ,100%, 3.03 , 4.76 , 4.83 , 4.41 , 4.23 , 4.50 , 3.83 , 4.21 , 33.78 
47, 0.38 ,M,Damsgaard,BRE, 6.0 , 78.68 , 0.046 , 3.60 ,100%, 3.48 , 3.90 , 3.85 , 3.51 , 3.37 , 3.59 , 3.05 , 3.35 , 28.10 
48, (1.00),M,0,BRE, 100.0 , -   , -   , -   ,100%, -   , -   , -   , -   , -   , -   , -   , -   , -   
49, 0.15 ,M,Jensen,BRE, 5.0 , 35.23 , 0.038 , 1.40 ,100%, 1.27 , 1.46 , 1.46 , 1.32 , 1.25 , 1.31 , 1.10 , 1.19 , 10.36 
50, 0.12 ,M,Janelt,BRE, 5.0 , 17.30 , 0.035 , 1.78 ,100%, -   , -   , 0.32 , 0.97 , 1.63 , 1.73 , 1.46 , 1.59 , 7.70 
51, (1.00),M,0,BRE, 100.0 , -   , -   , -   ,100%, -   , -   , -   , -   , -   , -   , -   , -   , -   
52, 0.33 ,M,Baleba,BRI, 5.0 , 79.13 , 0.038 , 3.25 ,98%, 3.01 , 2.96 , 2.88 , 2.93 , 3.36 , 2.67 , 3.00 , 3.22 , 24.03 
53, 0.18 ,M,Hinshelwood,BRI, 5.5 , 49.23 , 0.044 , 2.22 ,98%, 2.52 , 2.01 , 1.94 , 1.96 , 2.23 , 1.76 , 1.97 , 2.09 , 16.49 
54, 0.32 ,M,Minteh,BRI, 6.0 , 62.86 , 0.052 , 3.27 ,98%, 4.13 , 2.97 , 2.88 , 2.92 , 3.33 , 2.64 , 2.96 , 3.16 , 24.99 
55, 0.10 ,M,Buonanotte,BRI, 5.0 , 4.23 , 0.044 , 0.27 ,98%, 0.30 , 0.21 , 0.18 , 0.15 , 0.13 , 0.08 , 0.05 , 0.02 , 1.12 
56, 0.17 ,M,Ayari,BRI, 5.0 , 43.23 , 0.038 , 1.69 ,98%, 1.92 , 1.53 , 1.47 , 1.49 , 1.69 , 1.33 , 1.48 , 1.57 , 12.47 
57, 0.13 ,M,Gruda,BRI, 5.5 , 22.23 , 0.051 , 1.23 ,98%, 1.39 , 1.09 , 1.03 , 1.02 , 1.14 , 0.88 , 0.96 , 1.00 , 8.51 
58, 0.08 ,M,March,BRI, 6.0 , 7.04 , 0.048 , 0.87 ,98%, -   , -   , 0.32 , 0.70 , 0.76 , 0.58 , 0.62 , 0.63 , 3.62 
59, 0.43 ,M,Mitoma,BRI, 6.5 , 74.93 , 0.056 , 4.26 ,98%, 5.03 , 3.88 , 3.77 , 3.83 , 4.38 , 3.48 , 3.91 , 4.18 , 32.45 
60, 0.09 ,M,Milner,BRI, 5.0 , -   , 0.032 , -   ,98%, -   , -   , -   , -   , -   , -   , -   , -   , -   
61, 0.14 ,M,O’Riley,BRI, 5.5 , 27.23 , 0.047 , 1.37 ,98%, 1.56 , 1.23 , 1.17 , 1.17 , 1.31 , 1.02 , 1.12 , 1.17 , 9.74 
62, 0.15 ,M,Wieffer,BRI, 5.0 , 32.23 , 0.039 , 1.32 ,98%, 1.50 , 1.19 , 1.14 , 1.14 , 1.28 , 1.00 , 1.11 , 1.17 , 9.52 
63, 0.32 ,M,Rutter,BRI, 6.0 , 67.23 , 0.049 , 3.27 ,98%, 4.04 , 3.11 , 2.88 , 2.92 , 3.34 , 2.65 , 2.97 , 3.17 , 25.09 
64, 0.14 ,M,Gomez,BRI, 5.0 , 28.23 , 0.039 , 1.18 ,98%, 1.34 , 1.06 , 1.01 , 1.01 , 1.13 , 0.88 , 0.97 , 1.02 , 8.43 
65, 0.18 ,M,Edwards,BUR, 5.0 , 56.12 , 0.035 , 1.88 ,99%, 2.23 , 2.41 , 1.65 , 1.57 , 1.89 , 1.35 , 1.55 , 2.11 , 14.76 
66, 0.13 ,M,Koleosho,BUR, 5.0 , 27.23 , 0.032 , 0.94 ,99%, 0.87 , 1.14 , 0.80 , 0.75 , 0.89 , 0.63 , 0.71 , 0.94 , 6.72 
67, 0.16 ,M,Mejbri,BUR, 5.5 , 59.26 , 0.029 , 1.68 ,99%, 1.91 , 2.25 , 1.48 , 1.40 , 1.69 , 1.21 , 1.39 , 1.89 , 13.21 
68, 0.27 ,M,Anthony,BUR, 5.5 , 72.93 , 0.039 , 2.87 ,99%, 2.78 , 3.55 , 2.54 , 2.42 , 2.93 , 2.11 , 2.43 , 3.31 , 22.07 
69, 0.29 ,M,Cullen,BUR, 5.0 , 82.70 , 0.034 , 2.84 ,99%, 2.70 , 3.52 , 2.53 , 2.40 , 2.92 , 2.10 , 2.42 , 3.31 , 21.91 
70, 0.14 ,M,Laurent,BUR, 5.0 , 33.23 , 0.031 , 1.08 ,99%, 1.00 , 1.31 , 0.93 , 0.87 , 1.04 , 0.74 , 0.84 , 1.13 , 7.86 
71, 0.10 ,M,Tchaouna,BUR, 5.0 , 9.23 , 0.033 , 0.37 ,99%, 0.34 , 0.43 , 0.28 , 0.25 , 0.28 , 0.18 , 0.19 , 0.22 , 2.17 
